manufacturer_id,Make,Model,ModelYear,CampaignNumber,ReportReceivedDate,Component,Summary,ManufacturerGroup,CriticalKeywordFlag
3,ford,Expedition,2019,20V263000,08/05/2020,POWER TRAIN:AUTOMATIC TRANSMISSION:GEAR POSITION INDICATION (PRNDL),"Ford Motor Company (Ford) is recalling certain 2019 Expedition and 2019-2020 Mustang vehicles.  The ""Transmission Not In Park"" warning message and associated chime duration are shorter than intended.",domestic,0
3,ford,Expedition,2019,19V633000,28/08/2019,SEATS:FRONT ASSEMBLY:RECLINER,"Ford Motor Company (Ford) is recalling certain 2018-2020 F-150 and 2019-2020 F-250, F-350, F-450, and F-550 Super Duty pickup trucks, and 2018-2019 Ford Explorer, 2019-2020 Expedition, and 2020 Escape vehicles equipped with driver and/or passenger's manual front seat back recliner mechanisms.  Also included are certain 2020 Ford Explorer and Lincoln Aviator vehicles equipped with rear outboard seats and manual seat back recliner mechanisms.  The recliner mechanisms may be missing the third pawl required for seat back strength, resulting in a loose seat back.  As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard (FMVSS) numbers 202, ""Head Restraints"" and 207, ""Seating Systems.""",domestic,0
3,ford,Expedition,2019,19V773000,28/10/2019,SUSPENSION:REAR,"Ford Motor Company (Ford) is recalling certain 2019 Expedition and Lincoln Navigator vehicles.  The rear suspension toe link fasteners may not have been properly tightened to the frame, possibly allowing separation from the frame.",domestic,0
3,ford,Expedition,2019,23V420000,09/06/2023,EQUIPMENT:OTHER:OWNERS/SERVICE/OTHER MANUAL,"Ford Motor Company (Ford) is recalling certain 2018-2023 Expedition and Lincoln Navigator vehicles equipped with third-row seating; and 2019-2023 F-Super Duty F-250, F-350, F-450, and F-550 SuperCab vehicles.  The owner's manual does not include instructions for adjusting or removing certain head restraints.  As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard number 202, ""Head Restraints.""",domestic,0
3,ford,Expedition,2019,24V099000,09/02/2024,SEAT BELTS:PRETENSIONER,"Ford Motor Company (Ford) is recalling certain 2018-2020 Expedition and Lincoln Navigator vehicles.  The seat belt pretensioner in the driver and/or front passenger seat may inadvertently deploy and lock the seat belt, which will not allow the belt to retract or extend.",domestic,1
3,ford,Expedition,2019,24V852000,08/11/2024,EQUIPMENT:OTHER:LABELS,"Ford Motor Company (Ford) is recalling certain 2020-2025 Explorer, Lincoln Aviator, 2020-2024 Escape, Lincoln Corsair, 2018-2024 F-150, Expedition and Lincoln Navigator vehicles.  The air bag warning label may be missing from the dashboard.  As such, these vehicles fail to comply with the requirement Federal Motor Vehicle Safety Standard number 208, ""Occupant Crash Protection.""",domestic,1
3,ford,Expedition,2019,25V197000,23/05/2025,SEAT BELTS:PRETENSIONER,"Ford Motor Company (Ford) is recalling certain 2018-2020 Expedition and Lincoln Navigator vehicles.  The seat belt pretensioner in the driver and/or front passenger seat may inadvertently lock the seat belt, which will not allow the belt to retract or extend.",domestic,1
3,ford,Ranger,2019,19V839000,21/11/2019,EXTERIOR LIGHTING:TAIL LIGHTS,"Ford Motor Company (Ford) is recalling certain 2019 Ranger trucks.  The inline electrical connector terminals for the rear lights may be misaligned or not properly seated, potentially causing the rear lights to function intermittently or not at all.",domestic,0
3,ford,Ranger,2019,20V137000,09/03/2020,VISIBILITY:DEFROSTER/DEFOGGER/HVAC SYSTEM:FAN/MOTOR,"Ford Motor Company (Ford) is recalling certain 2019 Ranger vehicles previously repaired under recall 19V-726.  The service replacement Heating, Ventilating and Air Conditioning (HVAC) blower motor that was installed may have an improper clearance between an electrical terminal and the conductive base plate that may result in an resistive electrical short.",domestic,0
3,ford,Ranger,2019,21V811000,15/10/2021,SEAT BELTS:FRONT:WEBBING,"Ford Motor Company (Ford) is recalling certain 2019-2021 Ford Ranger Super Cab vehicles.  The front passenger outboard seat belt may not have been assembled properly, allowing the seat belt to be misrouted.  As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard numbers 208, ""Occupant Crash Protection"" and 209, ""Seat Belt Assemblies.""",domestic,1
3,ford,Ranger,2019,19V071000,01/02/2019,POWER TRAIN:AUTOMATIC TRANSMISSION,"Ford Motor Company (Ford) is recalling certain 2019 Ranger vehicles equipped with 10-speed automatic transmissions.  In some of these vehicles, the transmission shift lever can be moved from the ""Park"" position without the key in the starting system and without depressing the brake pedal.  As a result, these vehicles fail to comply with Federal Motor Vehicle Safety Standard (FMVSS) number 114, ""Theft Protection.""",domestic,1
3,ford,Ranger,2019,19V518000,10/07/2019,SEAT BELTS,Ford Motor Company (Ford) is recalling certain 2019 Ford Ranger vehicles with a SuperCab body style.  The front passenger seat belt may have been improperly assembled.,domestic,1
3,ford,Ranger,2019,19V726000,10/10/2019,VISIBILITY:DEFROSTER/DEFOGGER/HVAC SYSTEM:FAN/MOTOR,"Ford Motor Company (Ford) is recalling certain 2019 Ranger vehicles.  The Heating, Ventilating and Air Conditioning (HVAC) blower motor may electrically short.",domestic,0
3,ford,Ranger,2019,19V366000,13/05/2019,POWER TRAIN:AUTOMATIC TRANSMISSION:LEVER AND LINKAGE:FLOOR SHIFT,Ford Motor Company (Ford) is recalling certain 2019 Ranger vehicles.  The fasteners that attach the transmission shifter cable bracket to the transmission may loosen allowing the transmission to be in a different gear than indicated by the gear shift lever position.,domestic,0
3,ford,Ranger,2019,23V379000,26/05/2023,EQUIPMENT:OTHER:LABELS,"Ford Motor Company (Ford) is recalling certain 2022-2023 Bronco, 2023 Super Duty F-250, and 2019-2023 Ranger vehicles.  The Tire and Loading Information (TREAD) label states the incorrect load carrying capacity, which can result in an overloaded vehicle.  As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard number 110, ""Tire Selection and Rims.""",domestic,0
3,ford,Ranger,2019,25V442000,27/06/2025,BACK OVER PREVENTION:SOFTWARE,"Ford Motor Company (Ford) is recalling certain 2018-2022 Transit Connect, 2019-2020 MKZ, Edge, Continental, F-150, Nautilus, Fusion, 2019-2023 Ranger, Mustang, 2020-2021 EcoSport, Expedition, Navigator, 2020-2022 Escape, F-250 SD, Corsair, 2020-2023 Aviator, Transit, 2020-2024 Explorer, 2021-2024 Bronco Sport, and 2022-2024 Maverick vehicles. A software error may cause the rearview camera to display a blank image, or the image may remain on the display after the backing event has ended.",domestic,0
3,ford,Ranger,2019,25V572000,04/09/2025,BACK OVER PREVENTION: SENSING SYSTEM: CAMERA,"Ford Motor Company (Ford) is recalling certain 2015-2019 Lincoln MKC, Mustang, F-350 SD, F-250 SD, F-450 SD, 2015-2017 Lincoln Navigator, Expedition, 2015-2018 Edge, Transit Connect, 2016-2019 F-550 SD, Transit, 2017-2019 Econoline, and 2019 Ranger vehicles. The rearview camera may display a distorted, inverted, or blank image when the vehicle is in reverse.",domestic,0
3,ford,Ranger,2019,25V685000,10/10/2025,EQUIPMENT:ELECTRICAL:ENGINE BLOCK HEATER,"Ford Motor Company (Ford) is recalling certain 2016-2019 Lincoln MKC, 2016-2023 Explorer, 2019-2020 Fusion, 2019-2024 Ranger, 2020-2022 Lincoln Corsair, Escape, 2021-2024 Bronco, Bronco Sport, and 2022-2024 Maverick vehicles. The engine block heater may crack and develop a coolant leak, causing it to short circuit when the block heater is plugged in.",domestic,0
3,ford,Taurus,2019,25V611000,12/09/2025,STRUCTURE:EXTERIOR TRIM,Ford Motor Company (Ford) is recalling certain 2016-2019 Taurus vehicles. The driver and front passenger B-Pillar door trim may detach while driving.,domestic,0
3,ford,Taurus,2019,25V695000,13/10/2025,BACK OVER PREVENTION: SENSING SYSTEM: CAMERA,"Ford Motor Company (Ford) is recalling certain 2015-2019 Flex, 2015 Explorer, Lincoln MKT,  Lincoln MKZ, 2015-2016 C-Max, Escape, Taurus, 2016 Fusion, 2018-2019 Taurus, 2019 Lincoln MKT, Fiesta, and 2020 Mustang vehicles.  The rearview camera may display a distorted,  intermittent, or blank image when the vehicle is in reverse.",domestic,0
3,ford,F-550,2019,18V894000,18/12/2018,ENGINE,"Ford Motor Company (Ford) is recalling certain 2015-2019 Ford F-150 and 2017-2019 Ford F-250 Super Duty, F-350 Super Duty, F-450 Super Duty, and F-550 Super Duty pick-up trucks equipped with an engine block heater.   Water and contaminants may get into the block heater cable's splice connector causing corrosion and damage.",domestic,0
3,ford,F-550,2019,19V633000,28/08/2019,SEATS:FRONT ASSEMBLY:RECLINER,"Ford Motor Company (Ford) is recalling certain 2018-2020 F-150 and 2019-2020 F-250, F-350, F-450, and F-550 Super Duty pickup trucks, and 2018-2019 Ford Explorer, 2019-2020 Expedition, and 2020 Escape vehicles equipped with driver and/or passenger's manual front seat back recliner mechanisms.  Also included are certain 2020 Ford Explorer and Lincoln Aviator vehicles equipped with rear outboard seats and manual seat back recliner mechanisms.  The recliner mechanisms may be missing the third pawl required for seat back strength, resulting in a loose seat back.  As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard (FMVSS) numbers 202, ""Head Restraints"" and 207, ""Seating Systems.""",domestic,0
3,ford,F-550,2019,19V398000,29/05/2019,EQUIPMENT,"LGE Coachworks, Inc. (LGE Coachworks) is recalling certain 2018-2019 Ford E-450, F-550, and Freightliner M2-based vehicles equipped with ASA Electronics Voyager back-up camera displays.  The displays may unexpectedly revert back to the factory default settings which may cause the camera image to be reversed.",domestic,0
3,ford,F-550,2019,19V226000,22/03/2019,EXTERIOR LIGHTING:BRAKE LIGHTS,"Watts Manufacturing, LLC (Watts Manufacturing) is recalling certain 2019 First responder vehicles built on Ford F-550 chassis and equipped with Whelen brake lights.  Depending on the specific wiring of the vehicle, these brake lights may illuminate when the brake pedal has not been pressed.  As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard (FMVSS) number 108, ""Lamps, Reflective Devices, and Associated Equipment.""",domestic,1
3,ford,Edge,2019,20V550000,10/09/2020,POWER TRAIN:AUTOMATIC TRANSMISSION,"Ford Motor Company (Ford) is recalling certain 2019-2020 Edge, Transit Connect and Lincoln MKX and 2020 Escape and Lincoln Corsair vehicles.  The start/stop accumulator endcap may have missing or loose bolts.",domestic,0
3,ford,Edge,2019,19V766000,25/10/2019,SEAT BELTS:FRONT:WEBBING,"Ford Motor Company (Ford) is recalling certain 2019 Edge vehicles.  The driver-side seat belt pretensioner anchor may have been improperly crimped, possibly resulting in the seat belt webbing detaching from the anchor in the event of a crash.",domestic,1
3,ford,Edge,2019,25V442000,27/06/2025,BACK OVER PREVENTION:SOFTWARE,"Ford Motor Company (Ford) is recalling certain 2018-2022 Transit Connect, 2019-2020 MKZ, Edge, Continental, F-150, Nautilus, Fusion, 2019-2023 Ranger, Mustang, 2020-2021 EcoSport, Expedition, Navigator, 2020-2022 Escape, F-250 SD, Corsair, 2020-2023 Aviator, Transit, 2020-2024 Explorer, 2021-2024 Bronco Sport, and 2022-2024 Maverick vehicles. A software error may cause the rearview camera to display a blank image, or the image may remain on the display after the backing event has ended.",domestic,0
3,ford,Escape,2019,21V155000,10/03/2021,TIRES,"Ford Motor Company (Ford) is recalling certain 2018 F-150, 2018-2020 F-250, F-350, and 2019 Escape vehicles equipped with Continental tires.  On the affected vehicles, it is possible that one or more tires were cured for too long during tire production.",domestic,0
3,ford,Escape,2019,22V413000,10/06/2022,POWER TRAIN:AUTOMATIC TRANSMISSION:GEAR POSITION INDICATION (PRNDL),"Ford Motor Company (Ford) is recalling certain 2013-2019 Escape, 2013-2018 C-Max, 2013-2016 Fusion, 2013-2021 Transit Connect, and  2015-2018 Edge vehicles.  The bushing that attaches the shifter cable to the transmission may degrade or detach.",domestic,0
3,ford,Fusion,2019,23V440000,13/09/2023,ELECTRICAL SYSTEM:PROPULSION SYSTEM:TRACTION BATTERY:MANAGEMENT SYSTEM/ENERGY CONTROL MODULE (BMS/BECM),Ford Motor Company (Ford) is recalling certain 2019-2020 Fusion PHEV vehicles.  The battery energy control module (BECM) may become damaged due to excessive voltage and current flow.,domestic,0
3,ford,Fusion,2019,25V442000,27/06/2025,BACK OVER PREVENTION:SOFTWARE,"Ford Motor Company (Ford) is recalling certain 2018-2022 Transit Connect, 2019-2020 MKZ, Edge, Continental, F-150, Nautilus, Fusion, 2019-2023 Ranger, Mustang, 2020-2021 EcoSport, Expedition, Navigator, 2020-2022 Escape, F-250 SD, Corsair, 2020-2023 Aviator, Transit, 2020-2024 Explorer, 2021-2024 Bronco Sport, and 2022-2024 Maverick vehicles. A software error may cause the rearview camera to display a blank image, or the image may remain on the display after the backing event has ended.",domestic,0
3,ford,Fusion,2019,25V685000,10/10/2025,EQUIPMENT:ELECTRICAL:ENGINE BLOCK HEATER,"Ford Motor Company (Ford) is recalling certain 2016-2019 Lincoln MKC, 2016-2023 Explorer, 2019-2020 Fusion, 2019-2024 Ranger, 2020-2022 Lincoln Corsair, Escape, 2021-2024 Bronco, Bronco Sport, and 2022-2024 Maverick vehicles. The engine block heater may crack and develop a coolant leak, causing it to short circuit when the block heater is plugged in.",domestic,0
3,ford,Mustang,2019,20V263000,08/05/2020,POWER TRAIN:AUTOMATIC TRANSMISSION:GEAR POSITION INDICATION (PRNDL),"Ford Motor Company (Ford) is recalling certain 2019 Expedition and 2019-2020 Mustang vehicles.  The ""Transmission Not In Park"" warning message and associated chime duration are shorter than intended.",domestic,0
3,ford,Mustang,2019,19V076000,11/02/2019,ELECTRICAL SYSTEM: INSTRUMENT CLUSTER/PANEL,"Ford Motor Company (Ford) is recalling certain 2019 Ford Mustang, Lincoln Nautilus, and Lincoln Navigator vehicles.  At vehicle start-up, the Instrument Panel Cluster Assembly (IPC) may not function, showing a blank display.  As a result, these vehicles fail to comply with Federal Motor Vehicle Safety Standard (FMVSS) number 101, ""Controls and Displays.""",domestic,0
3,ford,Mustang,2019,22V382000,27/05/2022,POWER TRAIN:AUTOMATIC TRANSMISSION:CONTROL MODULE (TCM/PCM/TECM),"Ford Motor Company (Ford) is recalling certain 2019-2020 Mustang vehicles equipped with 5.0L engines and manual transmissions.  The Powertrain Control Module (PCM) may broadcast an unintended faulted signal to the modules controlling the reverse camera, reverse light, and driver assist features, which may disable all of these functions.",domestic,0
3,ford,Mustang,2019,25V442000,27/06/2025,BACK OVER PREVENTION:SOFTWARE,"Ford Motor Company (Ford) is recalling certain 2018-2022 Transit Connect, 2019-2020 MKZ, Edge, Continental, F-150, Nautilus, Fusion, 2019-2023 Ranger, Mustang, 2020-2021 EcoSport, Expedition, Navigator, 2020-2022 Escape, F-250 SD, Corsair, 2020-2023 Aviator, Transit, 2020-2024 Explorer, 2021-2024 Bronco Sport, and 2022-2024 Maverick vehicles. A software error may cause the rearview camera to display a blank image, or the image may remain on the display after the backing event has ended.",domestic,0
3,ford,Mustang,2019,25V572000,04/09/2025,BACK OVER PREVENTION: SENSING SYSTEM: CAMERA,"Ford Motor Company (Ford) is recalling certain 2015-2019 Lincoln MKC, Mustang, F-350 SD, F-250 SD, F-450 SD, 2015-2017 Lincoln Navigator, Expedition, 2015-2018 Edge, Transit Connect, 2016-2019 F-550 SD, Transit, 2017-2019 Econoline, and 2019 Ranger vehicles. The rearview camera may display a distorted, inverted, or blank image when the vehicle is in reverse.",domestic,0
3,ford,Explorer,2019,21V316000,05/05/2021,STRUCTURE:BODY,Ford Motor Company (Ford) is recalling certain 2016-2019 Explorer vehicles.  The retention pins could loosen and allow the roof rail covers to detach from the vehicle.,domestic,0
3,ford,Explorer,2019,19V633000,28/08/2019,SEATS:FRONT ASSEMBLY:RECLINER,"Ford Motor Company (Ford) is recalling certain 2018-2020 F-150 and 2019-2020 F-250, F-350, F-450, and F-550 Super Duty pickup trucks, and 2018-2019 Ford Explorer, 2019-2020 Expedition, and 2020 Escape vehicles equipped with driver and/or passenger's manual front seat back recliner mechanisms.  Also included are certain 2020 Ford Explorer and Lincoln Aviator vehicles equipped with rear outboard seats and manual seat back recliner mechanisms.  The recliner mechanisms may be missing the third pawl required for seat back strength, resulting in a loose seat back.  As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard (FMVSS) numbers 202, ""Head Restraints"" and 207, ""Seating Systems.""",domestic,0
3,ford,Explorer,2019,24V031000,19/01/2024,STRUCTURE:BODY:ROOF AND PILLARS,"Ford Motor Company (Ford) is recalling certain 2011-2019 Explorer vehicles.  The A-pillar trim retention clips may not be properly engaged, allowing the trim to detach.",domestic,0
3,ford,Ecosport,2019,19V023000,02/01/2019,SEATS,"Ford Motor Company (Ford) is recalling certain 2019 Ford EcoSport vehicles.  The front seat frames may have been improperly welded, resulting in the seat back being improperly secured.  As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard (FMVSS) number 207, ""Seating Systems,"" and 210, ""Seat Belt Assembly Anchorages.""",domestic,1
3,ford,Ecosport,2019,23V905000,22/12/2023,ENGINE AND ENGINE COOLING:ENGINE:OIL/LUBRICATION:PUMP,"Ford Motor Company (Ford) is recalling certain 2016-2018 Ford Focus and 2018-2022 Ford EcoSport vehicles.  The oil pump drive belt or drive belt tensioner may fail, resulting in a loss of engine oil pressure.",domestic,0
3,ford,Transit,2019,19V103000,21/02/2019,POWER TRAIN:DRIVELINE:DRIVESHAFT,"XL Hybrids, Inc (XL) is recalling certain 2015-2018 Ford Transit vehicles modified to be equipped with XL's electric hybrid system.  The cardan (universal) joint on the front driveshaft may fail, possibly causing the front driveshaft to detach.",domestic,0
3,ford,Transit,2019,19V439000,11/06/2019,STRUCTURE:EMERGENCY:ESCAPE/EGRESS/EXIT,LA West Inc. (LA West) is recalling certain 2018-2019 Ford Transit vehicles modified to be equipped with glass roof hatches.  Temperature and vibration stresses may cause the tempered glass roof hatch to shatter.,domestic,0
3,ford,Transit,2019,20V250000,05/05/2020,SEAT BELTS:FRONT:RETRACTOR,"National Van Builders, Inc. (National Van Builders) is recalling certain vehicles based on 2019-2020 Ford Transit and 2019 Ram Promaster vans equipped with Freedman GO-ES foldaway seats.  The seat belt retractor block out zone may have not been set correctly, potentially resulting in a seat belt that may not properly secure the occupant.  As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard (FMVSS) number 209, ""Seat Belt Assemblies.""",domestic,1
3,ford,Transit,2019,21V631000,11/08/2021,PARKING BRAKE:CONVENTIONAL:MECHANICAL:LINKAGE AND CABLE,"Ford Motor Company (Ford) is recalling certain 2015-2020 Transit vehicles.  An incorrect driveshaft torsional damper service kit may have been installed, which can allow the damper shield to contact the parking brake cable, possibly resulting in parking brake failure.",domestic,1
3,ford,Transit,2019,21V324000,07/05/2021,SUSPENSION:REAR:AXLE:NON-POWERED AXLE ASSEMBLY,"Ford Motor Company (Ford) is recalling certain 2019 Transit T150, T250, T350 vehicles equipped with aluminum alloy wheels.  The wheel mounting surface of the axle flange may be warped and cause the wheel studs to fracture.",domestic,0
3,ford,Transit,2019,20V222000,20/04/2020,SEAT BELTS:FRONT:RETRACTOR,"TransitWorks is recalling certain Driverge vehicles based on 2019-2020 Ford Transit vans equipped with Freedman Seating Company (FSC) PT Foldaway and GO-ES 3-point Foldaway seats.  The seat belt retractor block out zone may have not been set correctly, potentially resulting in a seat belt that may not properly secure the occupant.  As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard (FMVSS) number 209, ""Seat Belt Assemblies.""",domestic,1
3,ford,Transit,2019,19V229000,22/03/2019,SEATS,"TransitWorks is recalling certain 2015-2018 Ford Transit, 2018 Ford Transit Connect, and 2016 Dodge Ram ProMaster vehicles modified to be equipped with Freedman Seating GO-ES seats. When the back seat cushion is rotated from the stowed position to the upright position, the seat cushion may not remain locked into place when under load, such as in a crash or a sudden stop.",domestic,0
3,ford,Transit,2019,25V572000,04/09/2025,BACK OVER PREVENTION: SENSING SYSTEM: CAMERA,"Ford Motor Company (Ford) is recalling certain 2015-2019 Lincoln MKC, Mustang, F-350 SD, F-250 SD, F-450 SD, 2015-2017 Lincoln Navigator, Expedition, 2015-2018 Edge, Transit Connect, 2016-2019 F-550 SD, Transit, 2017-2019 Econoline, and 2019 Ranger vehicles. The rearview camera may display a distorted, inverted, or blank image when the vehicle is in reverse.",domestic,0
3,ford,F-150,2019,20V097000,21/02/2020,EXTERIOR LIGHTING:HEADLIGHTS,"Ford Motor Company (Ford) is recalling certain 2018-2020 F-150 trucks equipped with high series LED headlamps with Autolamp (On/Off) functionality.  The Daytime Running Lamps (DRL) may remain activated instead of dimming to parking lamps when the Master Lighting Switch (MLS) is manually rotated from the ""Autolamps"" switch position to ""Headlamps On."" As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard (FMVSS) number 108, ""Lamps, Reflective Devices and Associated Equipment.""",domestic,0
3,ford,F-150,2019,19V805000,12/11/2019,ELECTRICAL SYSTEM:12V/24V/48V BATTERY:CABLES,Ford Motor Company (Ford) is recalling certain 2019-2020 F-150 vehicles. The fastener securing the Power Distribution Box (PDB) 12V cable and Battery Monitoring System (BMS) eyelets to the positive battery terminal may loosen and affect the vehicle's systems such as instrument panel displays and braking or steering assist.  The engine could also stall.,domestic,1
3,ford,F-150,2019,18V894000,18/12/2018,ENGINE,"Ford Motor Company (Ford) is recalling certain 2015-2019 Ford F-150 and 2017-2019 Ford F-250 Super Duty, F-350 Super Duty, F-450 Super Duty, and F-550 Super Duty pick-up trucks equipped with an engine block heater.   Water and contaminants may get into the block heater cable's splice connector causing corrosion and damage.",domestic,0
3,ford,F-150,2019,19V633000,28/08/2019,SEATS:FRONT ASSEMBLY:RECLINER,"Ford Motor Company (Ford) is recalling certain 2018-2020 F-150 and 2019-2020 F-250, F-350, F-450, and F-550 Super Duty pickup trucks, and 2018-2019 Ford Explorer, 2019-2020 Expedition, and 2020 Escape vehicles equipped with driver and/or passenger's manual front seat back recliner mechanisms.  Also included are certain 2020 Ford Explorer and Lincoln Aviator vehicles equipped with rear outboard seats and manual seat back recliner mechanisms.  The recliner mechanisms may be missing the third pawl required for seat back strength, resulting in a loose seat back.  As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard (FMVSS) numbers 202, ""Head Restraints"" and 207, ""Seating Systems.""",domestic,0
3,ford,F-150,2019,19V278000,08/04/2019,ENGINE,"Ford Motor Company (Ford) is recalling certain 2015-2019 Ford F-150 and 2017-2019 Ford F-250 Super Duty, F-350 Super Duty, F-450 Super Duty, and F-550 Super Duty pick-up trucks equipped with an engine block heater and previously remedied under recall 18V894.   During the previous repair, the block heater cable's splice connector may have been damaged.",domestic,0
3,ford,F-150,2019,22V252000,14/04/2022,BACK OVER PREVENTION: SENSING SYSTEM: CAMERA,"Ford Motor Company (Ford) is recalling certain 2019 F-150, Super Duty F-250, F-350, F-450, and F-550 vehicles.  Due to a poor electrical connection, the rearview camera may intermittently display a blank or distorted image.  As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard number 111, ""Rear Visibility.""",domestic,0
3,ford,F-150,2019,24V852000,08/11/2024,EQUIPMENT:OTHER:LABELS,"Ford Motor Company (Ford) is recalling certain 2020-2025 Explorer, Lincoln Aviator, 2020-2024 Escape, Lincoln Corsair, 2018-2024 F-150, Expedition and Lincoln Navigator vehicles.  The air bag warning label may be missing from the dashboard.  As such, these vehicles fail to comply with the requirement Federal Motor Vehicle Safety Standard number 208, ""Occupant Crash Protection.""",domestic,1
3,ford,F-150,2019,25V442000,27/06/2025,BACK OVER PREVENTION:SOFTWARE,"Ford Motor Company (Ford) is recalling certain 2018-2022 Transit Connect, 2019-2020 MKZ, Edge, Continental, F-150, Nautilus, Fusion, 2019-2023 Ranger, Mustang, 2020-2021 EcoSport, Expedition, Navigator, 2020-2022 Escape, F-250 SD, Corsair, 2020-2023 Aviator, Transit, 2020-2024 Explorer, 2021-2024 Bronco Sport, and 2022-2024 Maverick vehicles. A software error may cause the rearview camera to display a blank image, or the image may remain on the display after the backing event has ended.",domestic,0
3,ford,F-450,2020,19V633000,28/08/2019,SEATS:FRONT ASSEMBLY:RECLINER,"Ford Motor Company (Ford) is recalling certain 2018-2020 F-150 and 2019-2020 F-250, F-350, F-450, and F-550 Super Duty pickup trucks, and 2018-2019 Ford Explorer, 2019-2020 Expedition, and 2020 Escape vehicles equipped with driver and/or passenger's manual front seat back recliner mechanisms.  Also included are certain 2020 Ford Explorer and Lincoln Aviator vehicles equipped with rear outboard seats and manual seat back recliner mechanisms.  The recliner mechanisms may be missing the third pawl required for seat back strength, resulting in a loose seat back.  As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard (FMVSS) numbers 202, ""Head Restraints"" and 207, ""Seating Systems.""",domestic,0
3,ford,Transit Connect,2020,20V791000,17/12/2020,AIR BAGS:FRONTAL:DRIVER SIDE:INFLATOR MODULE,"Ford Motor Company (Ford) is recalling certain 2020 EcoSport and 2019-2020 Transit Connect vehicles.  Depending on the model, either the driver side or passenger side frontal air bag modules are missing the first-stage booster propellant and sleeve.  As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard number 208, ""Occupant Crash Protection.""",domestic,1
3,ford,Transit Connect,2020,20V636000,15/10/2020,ENGINE AND ENGINE COOLING:COOLING SYSTEM,Ford Motor Company (Ford) is recalling certain 2019-2020 Transit Connect vehicles equipped with 2.5L engines.  The powertrain control module (PCM) software has fail-safe temperature threshold values higher than intended for the engine.  This may delay the fail-safe cooling strategy in the event of coolant loss and result in engine overheating.,domestic,0
3,ford,Transit Connect,2020,20V550000,10/09/2020,POWER TRAIN:AUTOMATIC TRANSMISSION,"Ford Motor Company (Ford) is recalling certain 2019-2020 Edge, Transit Connect and Lincoln MKX and 2020 Escape and Lincoln Corsair vehicles.  The start/stop accumulator endcap may have missing or loose bolts.",domestic,0
3,ford,Transit Connect,2020,21V376000,24/05/2021,POWER TRAIN:AUTOMATIC TRANSMISSION:GEAR POSITION INDICATION (PRNDL),Ford Motor Company (Ford) is recalling certain 2013-2021 Transit Connect vehicles equipped with 2.5L engines.  The bushing that attaches the shifter cable to the transmission may degrade or detach.,domestic,0
3,ford,Transit Connect,2020,22V192000,25/03/2022,VISIBILITY:WINDSHIELD,Ford Motor Company (Ford) is recalling certain 2016 and 2020 Transit Connect vehicles.  The front windshield may have been manufactured with inadequate adhesion to the vehicle body structure.,domestic,0
3,ford,Transit Connect,2020,22V413000,10/06/2022,POWER TRAIN:AUTOMATIC TRANSMISSION:GEAR POSITION INDICATION (PRNDL),"Ford Motor Company (Ford) is recalling certain 2013-2019 Escape, 2013-2018 C-Max, 2013-2016 Fusion, 2013-2021 Transit Connect, and  2015-2018 Edge vehicles.  The bushing that attaches the shifter cable to the transmission may degrade or detach.",domestic,0
3,ford,Transit Connect,2020,25V196000,28/03/2025,POWER TRAIN:AUTOMATIC TRANSMISSION:CONTROL MODULE (TCM/PCM/TECM),Ford Motor Company (Ford) is recalling certain 2019-2020 Transit Connect vehicles previously repaired incorrectly under recall number 20V-636.  The powertrain control module (PCM) software has fail-safe temperature threshold values higher than intended for the engine.  This may delay engine cooling and result in engine overheating.,domestic,0
3,ford,Transit Connect,2020,25V442000,27/06/2025,BACK OVER PREVENTION:SOFTWARE,"Ford Motor Company (Ford) is recalling certain 2018-2022 Transit Connect, 2019-2020 MKZ, Edge, Continental, F-150, Nautilus, Fusion, 2019-2023 Ranger, Mustang, 2020-2021 EcoSport, Expedition, Navigator, 2020-2022 Escape, F-250 SD, Corsair, 2020-2023 Aviator, Transit, 2020-2024 Explorer, 2021-2024 Bronco Sport, and 2022-2024 Maverick vehicles. A software error may cause the rearview camera to display a blank image, or the image may remain on the display after the backing event has ended.",domestic,0
